Keyword,Source,Sentence
准初三,content,初三了有种清醒的堕落感怎么办[完啦R]#备战中考#学习动力不足#中考#学习心态调整
准初三,comment,语文100 数学113 英语75 物理53（折后） 化学25（折后） 历史43 道法72这种分数应该怎么提分啊[完啦R]
准初三,comment,和你差不多但历政反过来的😭
准初三,comment,线下好的没有打听到 线上又怕被骗[完啦R]
准初三,comment,那应该到我焦虑了，我成绩比你更低低很多，没几科是及格的
准初三,comment,我也，而且被老师给予厚望完全不敢松懈
准初三,comment,初中的物化政史真的蛮简单的，我觉得你应该和我当时情况差不多，就是没人看着就完全不想学，可以试试让家长报一对一补补课，不一定要一直补，化学物理的每个题型都是有套路的，让老师给你讲明白or自己弄明白这几个题型的应对方法再跟着学校进度学就好了
准初三,comment,其他科目其实我并没有找到什么学习方法就是跟着学校走，最后也考上了市里最好的高中最后祝你前程似锦啦宝宝，希望你能考上心仪的高中
准初三,comment,好的好的 谢谢你因为老师没说我之前完全没有背过化学历史之类的 明天就开始背
准初三,comment,历史选择题得自己分析错因，看看自己是因为不熟悉知识点的史实错误的还是材料理解偏差导致选错的，如果是前者那还是要熟悉课本知识，后者的话就要看答案解析/拿着卷子去问老师搞清楚自己为什么做错才是最重要的我觉得拿着卷子去挨个问老师真的能解决绝大多数的疑问，而且也会记得比较深刻
准初三,comment,学姐（或者学长）我想问问就是物理化学基础特别差，现在老师复习上课一点都听不懂自己怎么补知识[完啦R]网课太长时间听不完，我感觉看不懂物理好难
准初三,comment,嗯这个的话你可以去找班里学习好的人借笔记，对着笔记和课本结合理解一下知识点，然后理解不了的知识点再看网课去补，这样比较省时间借不到笔记的话买一本万维的基础知识看也可以，然后就是要把每个知识点跟题型对应上去学，太难的题不用强迫自己一定要做出来，把基础题和中等题做对就好，落的分往擅长的科目找补（是学姐）
准初三,comment,谢谢学姐我准备一节一节听网课[抽泣R]
准初三,comment,好哒，谢谢学姐鼓励[抽泣R][抽泣R]也祝学姐学业进步，生活愉快
准初三,comment,就是不想学不想写 考砸了也不想学总想玩手机 现在月考甚至不太想复习了但又很焦虑中考（就是特别想学又学不进去
准初三,comment,我也这样我不知道咋办我其实初一成绩还可以吧中等偏上 现在只能算中等了 因为新加了物理化学 这两门加上数学能被拉一百分左右了
准初三,comment,分到了全校最差班，现在啥也不学，之前八年级还焦虑，现在完全啥也不学习班里面化学没一个及格的，每次都是倒数第一，老师也不管
准初三,comment,我也是最差班
准初三,title,真的不知道初三牲在焦虑什么……
准初三,content,本初三牲现状╰(⇀‸↼)╯ 十四岁以前过的顺风顺水 众星捧月，考过班2年12，心高气傲地曾想要超过所有人
准初三,content,可是只有自己知道自己没有付出很多努力，反而看着别人努力进步自己着急……步入九下，总是容易被别人影响，怕别人卷自己超过自己，心里特别浮躁着急，可正当自己做事又做不进去沉不下心
准初三,content,明明可以考重高，但总因为心态犹豫不前，时常焦虑我真的快崩溃了_(:з」∠)_ 简单来说 问题1️⃣ 看见别人学习我就慌
准初三,content,可能是嫉妒心作祟，看到那些曾经学习成绩不如我的逐渐靠近我 超过我，我心里多多少少会很不甘
准初三,content,比方看到别人内卷我心里会兵荒马乱…… 并且学习的时候总因为关注别人而没办法专心做事，导致我常想把事情做好，但心有余而力不足 问题2️⃣ 有目标or无目标，我真的很迷茫
准初三,content,可能是八下那段时间很压抑，我不想再那么狠逼自己
准初三,content,我之前想考重高，可我又担心上了重高因为自己心态问题承受不住压力（我抗压能力不是很好）所以我畏缩了，我又想着要是考当地普高的奥赛班，但环境师资又是另一说……我目前就读于一所每学期学费一万多的私立学校 是我们当地最好的初中且升学率很高，我在里面算成绩不错的
准初三,content,但就是很迷茫，就像一只小帆船在茫茫大海上，我既没有前进，也没有后退，徘徊在海面上，只是眼睁睁看着别人坚定朝自己目标驶去，我也只能随着大流方向茫然前行 有人说“没有目标的生活 是向机会投降”
准初三,content,每当我定下目标，我心里就恐慌，又有心理压力了 敏感细腻+想太多+自信时有时无+易焦虑体质+急于求成+老妈遗传的急性子……我tm简直buff叠满
准初三,content,咋感觉上了高年级越来越急功近利，只是追求分数和夸赞而不是去注重过程
准初三,comment,亲爱的楼主小妹妹，看看这个阿姨写的，祝福你顺利噢
准初三,comment,谢谢阿姨
准初三,comment,求原图，谢谢
准初三,comment,礼貌求原图 谢谢谢谢
准初三,comment,谢谢阿姨
准初三,comment,我也不知道我为什么会这样也许是不甘也许是害怕 害怕自己越来越后面 虽然一直都想努力 但老是集中不了意志力 感觉自己一直都没有努力，，可是老是找不到状态 再这样下去我都不知道呢能不能上高中了，，真的很容易被外界影响啊怎么办
准初三,comment,我前一周也这样 但我也是自己调节过来了心态豁达无所谓一点 别人超了就超了吧 反正又不是中考 名次起伏很正常 不要执着着分数名次不放 这会让你急功近利 忽略过程在乎结果如果浮躁 建议你练字静心 或者去公园散步 写写日记 和信任的人聊天 听歌等等来转移注意力 还有运动 出汗了你会感觉好多了 静下来后就多做事 别想结果这些 不要想考哪个高中 考到哪算哪 不要想自己跟别人的差距 做自己的事……各种让你感到焦虑的想法通通摒弃 只有解决问题才能让你踏实安心宝贝 如果你觉得自己之前成绩那么好现在下降了 可能会感觉自己努力白费 但是你对之前的知识更熟悉啊 复习起来更轻松 而且掌握
准初三,comment,姐妹 我真的和你特别像 八年级上下册 我一直稳定在班级前三年级前五十 九年级上册 变成了班级前五 最差的一次就是期末 掉到了第十八名 从那个时候开始 我就有些迷茫和焦虑 最近的第一次月考也才考了第九名 年级117 天天都在很焦虑 身边同学都很卷 单是九年级学校发的资料他们也已经写一大半了 但这也有我不怎么努力的原因 感觉心里每次都是想好要做什么却还是会想着下次 没有一个学习的劲 老师 父母 都对我的期望很高 都希望我考上市重点高中 周围高压的环境 让我无时无刻都不在焦虑 边焦虑边放纵自己 意志也很不坚定 看到别人学习也会不安 每次想着下了晚自习就回家写题 但回家一拿到手机也根本放不下
准初三,comment,宝子，语文和历史怎么学啊你考得好高我之前也有过90多现在会回都是80几，而且我的状态也很迷茫
准初三,comment,语文 我觉得中上的同学可以专攻基础 上一百的话需要长期积累，成绩好起来它是需要一个过程的，不用急
准初三,comment,你可以每天就在上面摘抄一两个你喜欢的句子，积少成多，你的作文也就不愁没佳句，还有多看范文，看范文不只是看人家的故事多么引人入胜，着重看人家的结构层次 好词好句 偷偷记下来如果你写作文实在没事情可以写 那么久从别人的范文里面 背下来他写的那个事情
准初三,comment,我女儿跟你一摸一样刚刚把你写的给她看了，看完她就笑了，跟她目前的心态完全一致，她这次三调没考好就因为心态崩了，哎，着急
准初三,comment,我也是心态崩了 感觉做啥都没动力……也不知道考个好高中进去还是那么大压力有什么意义这个清明假我也没怎么学习 一提到学习我就抗拒 看着自己清醒的堕落我也太难受了
准初三,comment,额如果浙江这个分数不慌你就上烂高中吧起码重高和第二第三的普高你是无缘了
准初三,comment,也不知道为什么呀，应该是考试太多麻木了吧，我觉得我现在心理很松弛，前几天刚考的校一模，一点紧张都没有，考完也很平静 成绩出来了也很平静，就是很奇怪啊，但是我们全班都这样
准初三,comment,老师，语文和物化基础不好怎么办
准初三,content,多数娃“理科稍强、文科拖后腿”，盲目补弱白费力，整理各年级核心重点，家长直接抄作业✅ 📌初一：打牢基础，规避分化 核心补弱：语文、英语（文科基础薄弱，校内拓展不足） 辅助补弱：地理、生物（提前预热，避免后期会考慌） ✨补充：初一校内重基础，语文英语缺乏拓展，不补易分化
准初三,content,📌初二：补弱提优，应对难度飙升 核心补弱：语文（阅读+作文）、英语（语法+阅读）、地理/生物（会考冲刺） 按需补弱：数学（仅基础薄弱生） ✨补充：初二文科差距拉大，地理生物会考在即，校内课时不足，不补易拉低总分
准初三,content,初三的你是不是觉得数学像一座待攀登的山🏔️别怕，这座山的存在，是为了让你看见更远的风景✨ 🚀 模块三：压轴攻坚区｜第23-25题｜抢分至上
准初三,comment,3 22羡慕
准初三,comment,應該是深圳的學生吧 我倒是覺得這個標準挺不錯的 但可惜我不在這考試
准初三,comment,说每天练就能满分的人，希望你们好好听讲，中考也能满分
准初三,comment,体质不好就剥夺上好学校的权利，是现在人才太多了嘛
准初三,comment,现在都快没人了🆘
准初三,comment,我的天呐，北京八百三分五十五我们都难受，那些规定三分出头的真的要人命吧
准初三,comment,我恨死800了...本来就体质不行，膝盖不好头也有点问题，肺只能算勉勉强强，然后跑完800能站的住就不错了，头疼死，还喘死偏老师觉得没什么，说我是练少了，而且最气人的是生理期刚刚好和每个重要考试撞了我还痛经晚期患者
准初三,comment,真的，我跑完步哪里都疼，跑完都上不来气了
准初三,comment,扔实心球的时候更是绝望[呃R]因为本来我体质就算比较差的那种，跑步就是往死里练起码也能练上去，那实心球是真练不上去啊
准初三,content,之前质疑过的现在也水落石出了 不敢以偏概全 至少我看到的是公平的
准初三,content,顺便提一嘴 老师给了一些今年中考录取排名的数据 总的来看，统招真是越来越难了 名额被分走的太多了 这就出现了之前我娃一直担心的情况 她怕自己没走1+3最后统招也考不上
准初三,comment,是，门头沟
准初三,comment,差不多，最好的学校只要区前200，所以门头沟能参加中考的都是两极分化分不高
准初三,comment,中考压力小，所以门头沟的中考成绩真的不能作数，大多数都被1+3了
准初三,comment,那是不需要中考 已经肯定上那个去的学校了吧
准初三,comment,您好26年6-8月要申报吗
准初三,comment,哪个学校的呀
准初三,comment,这成绩好还是不好
准初三,comment,我娃班上走了两，都是挺优秀的成绩拔尖的孩子，去了区里最好的学校，想到他们不必为中考而刷题我还是挺羡慕的，但自家娃止步于面试，没能入选，我遗憾也无奈，要承认自己孩子之前的学习方法和学习态度还有缺陷，接下来继续努力吧
准初三,comment,你娃后悔了不
准初三,comment,她说不后悔，她说1+3不适合她
准初三,comment,作者大大我感觉你这个写字姿势不标准啊，眼睛离作业太近了对眼睛有害的
准初三,comment,寒假作业很早就写完了，但是就是不想复习
准初三,comment,最近好多人问我怎么学的，统一回复一下，真的没什么技巧，就是背诵和做题，地生其实很简单，只要努力了，即使失败了也不会后悔，快地生会考了，希望各位学弟学妹们也能双a
准初三,comment,好焦虑啊 一样一点没学过[抽泣R] 现在每科差不多就只能考到35[抽泣R][抽泣R]
准初三,comment,怎么办，我现在初二25号会考，平时生物忽高忽低有时24有时17（生地满分均30）明明之前满分100的卷子从没下过90的
准初三,comment,地理初一到初二从来不听但最近考的还好24左右，不过我基础知识基本不会能考这分我都害怕，怕正式考试一下就不行了
准初三,comment,我最近好迷茫，看到成绩一次比一次低不知道该怎么办，还有18天就要考了，感觉基础知识好多不会，也没有系统复习过，生物刷了好多题成绩就是上不来
准初三,comment,好焦虑，怎么办
准初三,comment,宝宝先系统地复习一下，不着急慢慢来，相信自己，不要一直盯着成绩看，先把不会的知识点补上
准初三,comment,我现在好难受啊刷卷子刷了二十多套结果三模成绩还比二模差好多 怎么调理啊
准初三,comment,完了我只剩5天了
准初三,comment,江苏这么好的嘛羡慕了，加油吧抓紧时间
准初三,comment,考完了吗姐妹怎么样
准初三,comment,题难不难，我好紧张
准初三,comment,哈哈哈哈考完了 但是咱可能地区不一样 我们两科开卷也不加入中考成绩 题挺简单的 压力不是那么大 也不追求双满分 都是及格就好 所有你们那边压力应该挺大的 但你也不要紧张 我相信你准备了这么长时间 努力一定会有好结果的
准初三,comment,好焦虑啊，七年级全都没怎么学，八上也是，八下学完就考了
准初三,comment,如果是今年的完全不用慌哦，今年政策好像改啦
准初三,comment,我靠咱俩经历为什么这么像 考试的时间也就差一天 地区还一样 太巧了吧
准初三,comment,友友我也要考了 生物地理都在70-80之间 想上90多不知道有没有可能 今天花了四个小时复习地理 还差八下没复习
准初三,comment,该怎么办
准初三,comment,姐姐我想问问看书更有用还是刷题啊 我现在基本刷题都是不会的，然后翻书最多只能考39左右，而且没上过40，我的那个满分是50分，我真不知道该怎么办，我总感觉我学了跟没学一样
准高三,title,准高三不想高考了🥺OSSD和ALEVEL怎么选啊
准高三,content,好想上一辈子高三 还有200多天高考 每天就在坐在学校里面学习 累的时候可以和同学聊聊天 也可以吃点小零食 体育课上还能和同学们一起玩海龟汤打牌 还可以写到我最喜欢的数学试卷 每一个晚自习都有收获 每天去吃个饭 回来之后聊聊天 虽然说很紧张 有点压抑 但是这样真的好充实的一天 平常没有人聊天的时候也可以画画我喜欢的画 想想我喜欢的故事 完全不用担心处理那些大人的事情 每一件事情都安排好了在眼前 都向着一个目标前进 好安心的感觉 （但是我不喜欢早起 早起是极坏的[抽泣R][抽泣R]） 二编：大家都有自己的想法 这也是没错的 但是也请大家语言平缓一些 好吗 我也是早上六点起床 晚上差不多十一点五十睡的觉 四个星期休息一天半的 今天可以这个时候发也是因为最近教育局要求星期六晚去半个小时 好了好了 我要去上学了 #高三精神状态#理科生#时间
准高三,comment,好啦好啦 每个人的高中生活都是不一样的 尽管有些人可能会很枯燥 老师很严肃 学校很变态 但是也会收获相应的快乐和回忆呀[棒R] 我只是发表我的看法 也欢迎你们来讨论 （但是我确实是很喜欢数学的 我也没有说我的成绩很好[呃R]） 打广告和问号的就不要了 我也看不懂 也请大家不要骂人 谢谢大家
准高三,comment,小宝宝我能理解你 我是大一生 我高中就是一个人文关怀很好的好高中 我在高三和你的感受是一样的
准高三,comment,大二学生同意，我的高中超级无敌好，现在无时无刻不想回去
准高三,comment,我懂你我高三的时候说上高中好幸福，幸福到不想上大学，别人都觉得我疯了，高考完后有一天睡觉醒来发现再也不能上高中了真的很伤心
准高三,comment,等我现在上了大学发现大家都想回到高中，我发现我还是很有先见之明的
准高三,comment,我喜欢的是初三 不是高三
准高三,comment,我同意你 我的高中不是很好的学校 但是和朋友室友在一起每一天都很开心 虽然很累但是也很充实 现在上大学了感觉苦的不明不白[完啦R]
准高三,comment,谢谢大家呀[亲一个R][亲一个R] 但是我每天只能看一小会手机 可能没办法一个一个感谢 还有我真的不是起号的口牙 是的话我数学一辈子都考不好的[抽泣R][抽泣R]
准高三,comment,我好想高中的朋友虽然很累但是有朋友在身边真的不累
准高三,comment,大一新生劝你好好享受珍惜高中生活
准高三,comment,除了喜欢写数学试卷那句话以外都赞同[棒R]
准高三,comment,我想念高中食堂的饭（大哭）
准高三,comment,想念高中每天晚上回家妈妈准备的香香饭菜😭
准高三,comment,）初中我内向又没开智，被人80了都不自知还是高中好啊，大好的青春年华，充实又多彩，不像初中那样天真幼稚，也不像大学一样每天仓促迷茫
准高三,comment,这是真的[泪崩R][泪崩R]
准高三,comment,初中没开智说的太对了我也不想回初中
准高三,comment,其实不敢说 我高中特别喜欢跟领导斗智斗勇 也算是枯燥生活里面一种乐趣 但是大学现在谁还理你 每个行动都要标榜成年人 没有说高中特别好的意思[呃R]
准高三,comment,你们食堂这么好吃吗如果你知道我们食堂买变质发酸的绿豆粥你也会觉得我命苦[完啦R]
准高三,comment,可能是我们初中伙食太差了，从刚升入高中我就特别喜欢食堂伙食，食堂旁边就是卖零食的小卖铺，高二时又建起了专卖汉堡热狗面包小蛋糕一类的西餐厅，这谁能不心动……关键是，我们高中食堂真的便宜啊[抽泣R]
准高三,comment,上了大学才发现物价是真几把贵，每天光吃饭上花的钱十几二十往外扔心疼死我了，而且没有我最喜欢的里脊肉饼（高中食堂有个里脊肉饼的窗口特别特别好吃我超级爱吃）我好怀念[泪崩R]我一放假回家就老想着偷偷溜回高中半天去混伙食吃
准高三,comment,唉其实能理解有的人的高三特别好，但我的高三真的特别命苦，希望全世界高三都能开心点[完啦R]
准高三,comment,高三早上5点50起床，晚上22点10睡觉每天都睡眠不足还压力山大的暴躁日子居然真的有人喜欢过，不是嘲讽是真心佩服你们
准高三,comment,其实我高三现在想想也挺幸福的
准高三,comment,嗯对其他地方不敢说但是我和同学的高三真的很开心（永远怀念
准高三,comment,不想上高中，羡慕你们不便秘的人生
准高三,comment,对于我这种没什么目标只想混个一本的来说太爽了
准高三,comment,支持 感觉高中真的比大学，轻轻松松可以超越一大半的人，很有成就感，也不会特别累，课余可以偷偷看喜欢的同人小说，作业可以根据自己情况调整，大部分科目比较简单自学就能学好，放学校门口有猫猫学姐向我跑过来求摸头，累了翘节体育课翻窗进音乐教室弹弹琴烦恼就烟消云散了 去问老师问题会被投喂小零食，走在放学路上随口能吟出一首小诗 凌晨四点起来背书看着窗外安静的灯光会倍受鼓舞，然后上学前去学校对面买一杯学生价咖啡偷偷瞒过教导主任带进学校 想运动了就放学去操场上晒晒太阳打打篮球 生病了请个假就能回家休息，躺在医务室休息也可以 大学请假必须去医院挂号开假条...
准高三,comment,特别好的帖子 让我感觉共鸣 好想哭 我好舍不得高三 虽然很累但是我真的特别特别舍不得 感受自己一步一步在成长 在向目标前进的每一天都好幸福 爸爸妈妈和朋友陪在身边的感觉太温暖了 真的想留在高中 一想到准备高考要上大学我就难受
准高三,comment,感觉有点记忆混乱了但是真看过说高三过得很开心的帖子
准高三,title,求建议😭😭😭
准高三,content,p2是这次一模的成绩，高中以来最好的成绩大概也就600名左右，然后高考目标分数640，还有挺大差距的
准高三,content,反正挺害怕自己脱离学校这种大的学习环境会不适应最后成绩反而没什么变化，而且本人又是很受不了孤独的人，怕全托找不到搭子
准高三,comment,已经差不多半托了
准高三,comment,真的吗 但我感觉我现在真是遇到瓶颈期了，感觉智商就到这了，再往上走好难[抽泣R]
准高三,comment,现在这个阶段不要陷到分数里，没必要因为分数不高给自己添堵，找弱点干就完了
准高三,comment,嗯嗯好的，谢谢
准高三,content,高考剩最后六十几天 被人际关系困住 好崩溃怎么办#高三文科#高中
准高三,comment,再说我本来就挺敏感的，所以我真有被影响到状态，离高考还有60多天了，我不想把和室友之间关系不好这种事情给闹大，但是他们就是会来阴阳怪气我，我现在每天也很痛苦
准高三,comment,宝宝 我只能和你说一下我的做法 我和你一样容易被影响 很敏感 我现在的做法就是去找别的朋友玩 然后一个人走的时候就戴耳机避免听到她们说什么 打心里瞧不起她们就好了 就像看乐子一样
准高三,comment,刚刚跟老师申请了换宿舍，但是老师说宿舍位很紧张，很难换，但是说帮我问一下
准高三,comment,千万不要被影响大可以难过伤心但是一定要好好学习休息加油
准高三,comment,谢谢你，我会努力的但是我还是会忍不住的想这事情，一想到就很想哭，而且我爸爸还脑溢血住院了，本来压力就很大
准高三,comment,好好想想轻重，你就会发现他们不值一提，自己好才是真的好，即使关系重新好了后又能怎样，六十多天后就此别离，余生再也不见，不必担心
准高三,comment,可以尽量避着他们些，还有60多天大家就再也不见了，要是有时候实在忍不了，就硬气点，回怼回去，自己也解气一点，或许他们也不敢太明显说你了
准高三,comment,被骂了怎么办，没有当场骂回去，还在软弱求和
准高三,comment,是的，说的太对了
准高三,comment,但是那个人是我同桌，经常故意大声翻书打扰我学习，尤其在我认真学习的时候会突然间发出声响吓我一跳，我给老师说换位，但是老师也没办法，班里的同学都没有想和我换的😣只有坐在最后一排一个人😣要不然就是雅座
准高三,comment,左右护法还是最后一排你能接受就行，我们班都抢购完了我想坐都坐不到了
准高三,comment,别理他们，第一件事情就是习惯孤独，课间没事可以写写题，没必要因为他们毁了你的高考，你要是改不了适应不了那就只能这样下去，反正你发帖问了也不一定真的能彻底改变，狠狠心就剩六十多天了，但是只是疏离不能绝交，更影响心情，变成普通同学就好
准高三,comment,已经绝交了，被骂了怎么办，没有当场骂回去，还在软弱求和现在想起来好生气，自己变成别人受气包了
准高三,comment,不用管了宝宝，过去的事情就过去了，越想越内耗，这是一种消耗自己的过程，别求和，这样显得你太卑微了，你的行为带给了她优越性，反而是更让他得意，最好的办法就是把她当空气，最好也别说她坏话跟同学，你越大度就显得她越不堪
准高三,comment,天哪宝宝这也太过分了吧
准高三,comment,同学，我也是高三生，我凭心而论跟你说从你的发帖就能看出来人际关系对你而言是很重的、甚至可以说是影响很大的，我觉得你并不能轻易放弃所有人际关系，至少对你来说会很难，所以不要轻易放弃一切，如果这些反而会更影响你那你就更得不偿失，不如去和你闹矛盾的朋友说开，再者，人不会没有朋友的，去找能和你度过这六十天的同频的人
准高三,comment,是的 我有想要尝试说开 但目前来看 但对方好像没有这个意图 因为目前来看她没有回复我 但一直在发朋友圈 我也不知道他们是不是在说我 只是我看到了朋友圈自己在不断的内耗 因为太过在意才会这样 她们对我来说很重要 谢谢你 我会加油挺过去的
准高三,comment,我也是好崩溃啊 而且我还跟她们住在一起
准高三,comment,我也是该怎么办
准高三,comment,人际关系到底该咋办啊，我现在好崩溃啊...距离高考还有六十几天了突然发生了这种问题...一直让自己别想这件事反正马上就要毕业了，但是总是会突然想起来，感觉对我特别不公平，为什么偏偏要在这个时候提出来啊
准高三,comment,其实我不在意她过后会如何说我，就怕她说的话，她说以后我再打呼噜，她不介意半夜叫醒我，可是我问了其他舍友，她们说可以接受，不影响休息，而且我在家不打，在学校才打，现在也在吃药了，如果真的出现这种情况，我该怎么办
准高三,comment,高中毕业后谁还会联系谁啊，你把高中同学关系想得太重要了吧
准高三,comment,我也是，一直想说开，但是发现价值观不同根本说不开，他们就聚一团玩，现在就我一个人
准高三,comment,一个人就一个人 其实一个人很爽 价值观不同就不用再一起玩了 硬在一起玩也是消耗你自己
准高三,comment,现在突然和男生一起坐还很不适应的感觉，我也是对人际关系有点敏感的人，别人的冷嘲热讽，含沙射影对我来说都很烦，想又不想正面刚
准高三,comment,我一直在劝自己内核强大，但是很难不被这种事情影响，而且跑操体育课吃饭都是一个人的感觉很难受，不想快高考了还一直保持这种消极心态
准高三,content,我自己也在这方面确实有点经验，焦虑是整个高三后半学期的常态，但是依然要把握心态和行动上的主动
准高三,content,实际上你只是在克服生理（如早起）和心理（讨厌这门学科）的障碍，而不是在真正地努力
准高三,content,定位的方法也很简单，总结开学后几门考试的成绩排名，跟成绩比自己高出10名的人进行纵向对比，找出自己达不到这个名次原因，再跟自己其他科目的成绩进行横向对比，找出自己最差的学科，然后针对试卷进行分析，看自己在哪个板块丢分最多
准高三,content,我高中时候有个同桌，数学已经差到拉低总成绩30多分，但是因为当时我们的英语老师比较严厉，布置作业多且难度高，她每天就在那里辛辛苦苦地做英语题，数学则是能丢则丢
准高三,content,率先写自己排名最低的学科作业，再写其他，永远记住你要为自己负责，让自己不辜负自己的努力，而不是为了让老师不骂你
准高三,content,4.相信一切皆有可能，永远不放弃
准高三,content,也许一向难度很高的学科反而在高考时很简单，拉开差距的是那些你平常根本不注意的科目
准高三,content,因此不用为某次联考得分太低而难过，实在伤心就自己哭一哭，但是千万不要觉得它可以定义你
准高三,comment,好的 谢谢姐姐
准高三,comment,我是河南高三的学生，谢谢你哦
准高三,comment,姐姐能给高二的学生出一期建议吗 谢谢
准高三,comment,学姐高三成绩起伏的厉害怎么办
准高三,comment,我有段时间2点睡，6点起，差点过去了
准高三,comment,妈呀妹子你千万注意身体
准高三,comment,我高中光六点学到晚上十点半都累得不行………有的钱没必要花还不如自己找点好玩的事情放松一下
准高三,content,平时一定要多积累好的高级句子和段落
准高三,content,11.不要在备考期间恋爱
准高三,content,"12..不要每天焦虑,焦虑的来源是缺乏行动"
准高三,content,"每天按计划完成任务,会感到充实而快乐"
准高三,comment,我现在经常后悔以前不好好学习 每次写数学物理都会被自己气到然后很影响状态能学一点是一点吧 一起加油
准高三,comment,我感觉现在才刚开始 目前还干劲满满 可能是我醒悟的太晚了 但是已经要结束了
准高三,comment,好像是这样的，我家孩子也说，冬天人就是比较郁闷，每天连太阳都看不到，心情也一样，现在开春了，虽然剩下的时间不多了，但是不觉得难熬了
准高三,comment,也许是看到希望了吧
准高三,comment,是，最近成绩越考越差，二模也考砸了，昨天晚上查到成绩真的很崩溃，整天累得跟狗一样，结果越考越差昨天晚上实在坚持不了了，连夜给我妈打电话回家了
准高三,comment,只有两个月 离目标分还差100+
准高三,comment,我也离目标分差100➕ 怎么时间这么快就过了
准高三,comment,历史选择题16道只对五道 英语阅读也错了好几个 好崩溃
准高三,comment,还有烦人的人际交往 我真不行了
准高三,comment,现在这个状态 情绪差得一点就炸，感觉需要一个契机让我狠狠的哭
准高三,comment,我也是 很烦很烦越来越烦一点小事就能把我烦死 很躁不想上学
准高三,comment,一样，每天在学校过得累死累活，想努力冲一冲的，根本没动力
准高三,comment,现在大一箱来说点：高三的时候成绩起伏很大正常，在高三我也经历了高中成绩最差的时间段，直线下滑
