Keyword,Source,Sentence,Note_ID
月考,comment,17进的时候恋恋本来都开始眼睛亮亮的说感谢词准备离场了 还介绍了自己团里有很多小姐姐 不忘记给自己的团宣传 很真诚的小恋恋 没想到被突然出现的大哥抬到了现在 拉票能吸到大哥 恋恋真的甜美 希望有个好名次 第一次看到恋恋有被吸粉到,6a1d958300000000080264d4
月考,content,英语试卷，下次课的讲课内容，整体存在难度，知识点和单词有很多可以积累，非常的不错，大家都得到了多少分数呢?#高中英语#高考英语#高考英语#高中英语怎么学#英语阅读理解#高考英语作文#英语作文模板#英语考试#北京高考英语#北京卷英语,68ed12ce000000000303beee
月考,comment,133其实下坡路很久了 最开始的时候我特别爱看133 那时候每天五六千人呢 前几天点进直播间一千多 有的时候七八百 感觉挺唏嘘的 当时是拿下了什么新团荣誉吗 没记错的话,6a1b00ac00000000350331c1
月考,comment,133现在这个样子我真的支持解散了，大家都很漂亮但是流量就是不行，主题从去年的一周一次到现在很久都不见一次主题，号很脆老是封也不能开新号因为再开新号就是第三个号了公司那边不同意，引流也是每次说引都是引个几天也不引了，感觉大家都很佛系吧，事业粉真的很揪心,6a1b00ac00000000350331c1
月考,comment,133实在不行我再看一个暑假的大展鸿图也行流量先搞起来啊,6a1b00ac00000000350331c1
月考,content,期待明天 #sk#sk月度盛典#sk月考#新人#黑马#sk广州,69c7abc1000000001d0182ab
月考,comment,无粉籍纯路人 卡卡 看完舞台已关注 太惊艳了 不多说不愧是top,6a1d4eca000000003701d5a1
月考,comment,路人的话我比较喜欢卡卡的因为太有意义了,6a1d4eca000000003701d5a1
月考,comment,真心觉得卡很厉害 虽然我不粉他，我是另一个人的粉丝 但是我每次都觉得他很厉害，他就是站在很高的位置，但是他更努力，他在一个很高的位置的时候，却是他往前走的更加的大的动力，每次舞蹈都是很用心，然后会突破自我，不会停留在一个地方,6a1d4eca000000003701d5a1
月考,content,烦的要命,69831aa00000000022033493
月考,content,一天的心情在此刻定下基调 前路漫漫 别放弃#会计专硕#高分指南#26管综#海绵#考研,69831aa00000000022033493
月考,comment,羡慕，我今天得了两个50分学的都快放弃了,69831aa00000000022033493
月考,content,不是天赋，都是我暑假拼命恶补得来的，希望我的方法也能帮你们快速提分,6a29616b000000002202b502
月考,content,看到词能反应出中文就够了,6a29616b000000002202b502
月考,content,- 背单词表没用，因为考场上你遇到它还是认不出来,6a29616b000000002202b502
月考,comment,第一第二差距这么大，让人争第一呢,6a184e1c00000000060302ed
月考,comment,去年第一第二也是差300名额，一样的,6a184e1c00000000060302ed
月考,comment,[笑哭了R]第一第二名名额差好大，第二和第三名额也差蛮多的，只有第三第四第五相差不大,6a184e1c00000000060302ed
月考,comment,除了第一第二，剩下名额差距好小,6a184e1c00000000060302ed
月考,title,没救了 不开心🙁,69da4bbd000000002302583f
月考,comment,救命 我怎么找不到月考,69da4bbd000000002302583f
月考,comment,回复：好滴好滴 感谢,69da4bbd000000002302583f
月考,comment,原来我不是一个人放眼望去好多不会做，心都凉了不过还是有好多人只错一两个啊,69da4bbd000000002302583f
月考,comment,好多人做的好好，看得我不行了,69da4bbd000000002302583f
月考,comment,感觉不会 到时候过麦分太高了,6a1c1ef700000000060364d2
月考,comment,sk不清零的宝宝，三天累积,6a1c1ef700000000060364d2
月考,comment,回复：好的谢谢宝宝,6a1c1ef700000000060364d2
月考,comment,好不容易来一个大姐，结果又开始有人嫉妒了,6979d083000000000b011046
月考,comment,plq的特别季度萱萱哦 就逮着她一个人莎啊 看得出来很季度萱萱这么有票哦 收收味儿 藏好皮下好吗,6979d083000000000b011046
月考,comment,不是还有七百万票没出吗，期待明天后天,6979d083000000000b011046
月考,comment,去看了月考小骨宝宝还会鞠躬 太萌了[完啦R],6a1d5cf100000000360301cd
月考,comment,可是宝宝，我们粉丝真的很喜欢，没有不适合，不适合的柚子也不会做的，每个人审美喜好不同的,6a1d5cf100000000360301cd
月考,comment,回复：好的，有人喜欢有人不喜欢正常，这个并不是压力柚子,6a1d5cf100000000360301cd
月考,comment,柚子很好，也希望她越来越好,6a1d5cf100000000360301cd
月考,comment,回复：广西人激动的关了空调,6a1d5cf100000000360301cd
月考,comment,回复：好滴谢谢,6a1d5cf100000000360301cd
月考,comment,回复：对对，同款黑长直简单的吊带长裙，超美超有气质,6a1d5cf100000000360301cd
月考,comment,晴子这个妆造好好看 特别贵气,6a1d5cf100000000360301cd
月考,comment,谢谢宝宝夸夸,6a1d5cf100000000360301cd
月考,comment,谢谢宝宝夸CC,6a1d5cf100000000360301cd
月考,comment,回复：看见了感觉牙好可惜,6a1a9ab30000000038035771
月考,comment,回复：是的太可惜了牙牙,6a1a9ab30000000038035771
月考,content,#sk月考 卡柚争第一啊啊啊啊啊 我们柚子太争气了一战成名啊啊啊啊啊,697d0447000000001a021dec
月考,comment,恭喜这个柚子 喜欢的话 可以来月牙泉879看她 每天下午两点开播尼,697d0447000000001a021dec
月考,content,#普娃#月考成绩 考试过去一周了，成绩才姗姗来迟，英语成绩一直稳定，又拿了个第一名，数学也还可以吧，最后一道压轴题做的不完整，思维深度还要加强，语文简直了，不过实际分数要高几分，老师算错分了，不过也无所谓，月考也没人太看重吧,6a28daa0000000002200bb95
月考,comment,你们可以ApP这么直接的看分数排名真好 羡慕,6a28daa0000000002200bb95
月考,comment,听懂的都哭了,6a1d9b33000000000803c636
月考,comment,太难打了都800w,6a1d9b33000000000803c636
月考,comment,回复：大哥可能想等等看有没有别的哥姐或者散粉多垒垒票的，这样压力也能小点,6a1d9b33000000000803c636
月考,comment,希望柚子有个线下舞台,6a1d9b33000000000803c636
月考,comment,希望有神豪看看我们柚子,6a1d9b33000000000803c636
月考,comment,不敢看了 这个柚子值得一个线下舞台,6a1d9b33000000000803c636
月考,comment,相比没有线下，我更怕入赘和hz开贴说她,6a1d9b33000000000803c636
月考,title,疯了，高二考成这样还有希望吗,670ce9ad000000002401a173
月考,content,一整天都郁郁寡欢的，很崩溃，不明白为什么努力了还是那么差,670ce9ad000000002401a173
月考,content,我好嫉妒我的同桌上个学期她跟我是差不多水平的，今天成绩发下来总分450多，前进了一百多名 对于英语我不知道怎么学，词汇量很匮乏，但是记忆力又很差，语法也不会，整张试卷几乎都看不明白，全是猜的,670ce9ad000000002401a173
月考,content,我真的很担心现在我都那么差了，到了高三难度升级，会更差,670ce9ad000000002401a173
月考,content,害怕考不上本科#文综#高中#文科生#历史好难#英语#高中政治#学习#求助#学习经验分享#心态崩了,670ce9ad000000002401a173
月考,comment,回复：好滴谢谢，现在在慢慢一点一点积累了,670ce9ad000000002401a173
月考,comment,回复：感觉英语单词背了就忘了 真的很难记住,670ce9ad000000002401a173
月考,comment,回复：基礎特別差應該從什麼開始啊 背基礎的 還是直接從現在課本的開始背,670ce9ad000000002401a173
月考,comment,姐妹我也是这样 我数学才25不到崩溃了 你现在学得怎么样了(╥﹏╥),670ce9ad000000002401a173
月考,comment,呜呜单词实在不会的太多了，看懂得好久了,670ce9ad000000002401a173
月考,comment,回复：现在有在背单词了，可是每天记住的很少，只能慢慢积累了，就怕没效果,670ce9ad000000002401a173
月考,comment,回复：我从五十到一百，两三个月只是拼命背单词 其中从五十多到八十月就一个多月 所以你基本把该背背 把基础磨磨就能考及格了 最重要是不要心急 想当初是我报补习数学 那个老师抓我背词 结果数学还是考'那个鬼样子 英语倒是补起来了,670ce9ad000000002401a173
月考,comment,回复：我才高一但是其实我觉得英语主要考的不是单词，就算你所有单词都背了，阅读里就是会有很多生词，我觉得最重要的是语法，其次是短语，短语是在语法基础上的高频出现的语法点，背它主要是为了节省时间，最重要的就是语法，语法会了，短语一般自己就可以理解，而你说看不懂，其实可以通过学习做题方法，总结经验，大部分人都不能完整看懂，能做出你看不懂的题才能拉开差距,670ce9ad000000002401a173
月考,comment,我跟你差不多比你再差点,670ce9ad000000002401a173
月考,comment,: 感觉能坚持的话应该不会差，但是我怕年纪太大了,685a98a3000000002201c0be
月考,comment,回复：但是又不甘心，我看还有人退学回来重读的,685a98a3000000002201c0be
月考,comment,回复：不完全是，主要是当时有很大一部分不知道报考这么残酷，现在一看只能上个二本不甘心,685a98a3000000002201c0be
月考,comment,回复：如果这次的分运气成分很小就读（坚持的了的话）,685a98a3000000002201c0be
月考,comment,: 基本没有运气成分，就是吃之前老本的状态，因为考前一套整卷都没做过,685a98a3000000002201c0be
月考,comment,回复：但其实对我之前成绩来说就是差的离谱，毕竟一两年没去,685a98a3000000002201c0be
月考,comment,回复：有啥不甘心的，才学了50天，好好选个专业，大差不差的学校，大学了继续好好学，以后还有机会,685a98a3000000002201c0be
月考,comment,休学2年的，想想自己能不能承受复读的压力吧,685a98a3000000002201c0be
月考,comment,回复 Ms. DoO : 确实没用，就是看着好看,685a98a3000000002201c0be
月考,comment,不行我要乐死了,685a98a3000000002201c0be
月考,comment,回复：可能有些人底子特别好，或者多多少少复习了一些吧对于我这种记性差的文科生来说，一两年不背书绝对全忘了,685a98a3000000002201c0be
月考,comment,我也才三百出头，休三年没学，文科全是背的，我记忆力还受损了完全复习不了，数学我更是题都看不懂高考写卷子我好像有那个阅读障碍似的，好几科都提前交卷了，考场那个环境我是受不了，身体那个难受劲啊我就知道肯定会躯体化,685a98a3000000002201c0be
月考,comment,高二下开始请假 裸考588 痛苦报志愿中,685a98a3000000002201c0be
月考,comment,我和你差不多,685a98a3000000002201c0be
月考,comment,回复：一年多没去学校也没复习，不是裸考吗,685a98a3000000002201c0be
月考,comment,难受，我还是希望能过线就不用再受罪了，但是全家人都劝我走，我也知道我的精神状态不适合读，就是不甘心,685a98a3000000002201c0be
月考,comment,你怎么学的呀呜呜呜,685a98a3000000002201c0be
月考,comment,回复：那我完了我这里也是没有四百多给根本不行我上不了了,685a98a3000000002201c0be
月考,comment,回复：嘿嘿报民办大专两眼一黑看不见一点希望,685a98a3000000002201c0be
月考,comment,回复：对，两年多几乎没学，我考成这样都还接受了，但想起来曾经在学校发生的事还是难受,685a98a3000000002201c0be
月考,comment,高二心理出问题成绩变差啥都学不进去 高考几乎裸考考了个395 就政治能看考了85,685a98a3000000002201c0be
月考,comment,回复：那你现在有没有好一点 自从高中毕业了我心理问题就好了很多希望你能过的好一点,685a98a3000000002201c0be
月考,comment,回复：我也是 学了不喜欢的专业上了个死贵的学校 走一步看一步,685a98a3000000002201c0be
月考,comment,也是一年没去，最后十天复习了一下，462，怎么说呢，这里面有两门我再来一年可能都考不了这么高，但有几门我再来一年是绝对可以提个五六十分的在纠结要不要复读，打算先填志愿，如果没录上就复读，不考虑民办，大专也不考虑我不接受，有这民办的钱不如让我复读,685a98a3000000002201c0be
月考,content,今天，我想把这些经验分享给大家，希望能帮助更多孩子在高二下学期实现逆袭,67a9b428000000001801ab9b
月考,content,刷到很多帖子：月考崩了、来不及了、怕考不上,6a2a4f610000000022016fe9
月考,content,越刷题越没底、这种慌我太懂了,6a2a4f610000000022016fe9
月考,content,一卷考的我哭了，，，我真的好难过怎么会这样,6a257f26000000003502ecda
月考,content,虽然本来也没有给数学太多希望但是真的好难过,6a257f26000000003502ecda
月考,comment,谢谢你宝宝,6a257f26000000003502ecda
月考,comment,我和你差不多情况…只能后悔对答案了,6a257f26000000003502ecda
月考,comment,实力在就不怕，不然怕了也没用，总有属于自己的一片天空,6a257f26000000003502ecda
月考,content,我懂你现在的迷茫，看着成绩卡在瓶颈，看着别人越来越稳，越想努力越不知道从哪里下手,6a1012a40000000035027b0f
月考,title,高三第一次月考 还有希望吗,68e292310000000004003f8a
月考,content,我在普高重点班 物化生组合 我一直是班级倒数 和班级平均分也差了60分 真的好害怕#月考#一轮复习#高三#物化生,68e292310000000004003f8a
月考,comment,回复：这种都是小问题，我数学经常低于我们班平均分，总分上去了就行，你主要还是因为小三科实在不行，数学多花时间补基础，小三门补起来也很花时间还是理科,68e292310000000004003f8a
月考,comment,回复：也别太焦虑，高三总复习还有机会，好好听好好找补还是能上去的，我是文科生我对数学绝大部分理解都来自于高三数学老师的总结，还有一年呢又不是只有一天了,68e292310000000004003f8a
月考,comment,一看就是普高的分数，最高才580[笑哭了R]有希望啊，上升空间很大,68e292310000000004003f8a
月考,comment,回复：我不清楚 我以为真的笑死我了 我说怎么这么巧呢，我还在五月是有点玄学在的,6a1aa76f0000000007024c88
月考,comment,第一天就比别的公司打的大了 太可怕了,6a1aa76f0000000007024c88
月考,comment,意味着sk只靠第一天就已经赚疯了，更别提后面还打线下,6a1aa76f0000000007024c88
月考,comment,SK赚疯了,6a1aa76f0000000007024c88
月考,comment,这5月得打疯了啊,6a1aa76f0000000007024c88
月考,comment,sk赚疯了,6a1aa76f0000000007024c88
周测,content,学校两周或者两周半进行一轮周测，每周都会测，题目有时候很难，做着头疼，花费很长时间都做不出来，学校又赶课，有时候题目很难或者时间不够，有些科目老师就不讲了,69c8c944000000001f003f30
周测,content,#高中生心理状态#高中生日常#学生压力大,69c8c944000000001f003f30
周测,comment,这个太6了，我们学校高三也是一周周测六次,69c8c944000000001f003f30
周测,comment,一样 [泪崩R][泪崩R],69c8c944000000001f003f30
周测,content,刚改完4.6的数学周测卷，从下午2点改到凌晨1点，看着满卷的红叉，真的又气又心疼😭作为带了3年重点班的数学老师，真心想跟学生说： 1️⃣别再抄作业了,69d45ac3000000001b00359c
周测,content,把这张周测卷吃透，比刷10套卷有用 改卷的时候，看到学生把我上课讲的方法写上去，真的会开心好久，看到学生因为粗心丢分，真的会替他可惜,69d45ac3000000001b00359c
周测,content,但我就是没有什么进步啊啊啊啊😭😭😭😭✋✋ #曼奇立德设计综合班#曼奇立德#曼奇立德改图#改图,6a2a2e1900000000210083c1
周测,comment,🤩🤩🤩🤩女神你终于更新了好喜欢这张，，，故事性和构成都太牛了，，震撼美味…😭😭就这样美美品鉴女神改女神图图,6a2a2e1900000000210083c1
周测,comment,求答案，谢谢,6a1efb19000000003501e5e5
周测,content,（还没学到几何，只看了一节课，题一多半是蒙的，蒙的大多数都错了哈哈哈哈，不过会做的应该都做对了嘿嘿）（不知道怎么嘿得出来的……） #数学#管综数学#人被逼急了什么都能做出来#除了数学#因为#数学不会就是不会,6a1bbe5f0000000006036c4c
周测,content,写的那叫一个快，自信满满写完错四个 求求自己，求你细心，多考虑几种方案，记着验证 【截距互为相反数➡️1）过原点,6a1ea3490000000022028c85
周测,content,觉晓周测打卡挑战赛太适合我了，每周一套题保持手感，查漏补缺效率超高，一起坚持打卡冲上岸,6a252fc3000000002201622d
周测,comment,语数英都比上一届难，希望小三科能善待一下这一届的学子们吧,68442352000000002301569c
周测,comment,前三个和模考差不多吧大题，椭圆导数是真变态，把我会的步骤都给我省略了,68442352000000002301569c
周测,comment,不对不对，你应该这个也不会画那个也不会画然后急的直蹬腿才对,69172f3c0000000005013190
周测,comment,对的对的 是急得蹬腿了呃啊啊啊,69172f3c0000000005013190
周测,comment,回复：商稿画不出来急得直蹬腿[抽泣R],69172f3c0000000005013190
周测,comment,你看又急,69172f3c0000000005013190
周测,comment,回复：急还不让急了,69172f3c0000000005013190
周测,comment,你好我想问一下，20题联立了不是过竖直线吗，怎么能确定最值呢,68e4e8ad000000000301d698
周测,content,担心HIV、梅毒,6a295b180000000021020c32
周测,content,别搜艾滋梅毒早期症状吓自己👇 ALL TEST传染病四项检测试纸 ✔️高危满2周可测，不用干等 ✔️一次查四项，梅毒/艾滋/乙肝/丙肝 ✔️15分钟出结果，操作简单 ✔️不用去🏥、不用被问来问去 ✔️正规械字号，备案可查 先别慌，测完心里才有底💪 浙械广审(文)第271008-06953号 请仔细阅读产品说明书或者在医务人员的指导下购买和使用 禁忌内容或者注意事项详见说明书 #艾滋病检测#梅毒检测#传染病四项#HIV自检#艾滋病症状#情侣见面#四合一试纸#艾滋病检测试纸#梅毒症状#hiv检测,6a295b180000000021020c32
周测,comment,自测真的很方便，一次性干净卫生，一分钟差不多出结果，关键卖家很好，必须好评,6a295b180000000021020c32
周测,comment,"方便检测，操作简单明了，常年出差经常检测一下，说明书详细易懂,初次使用很顺利，检测结果很快，而且客服基于心理指导，非常到位，很用心经营",6a295b180000000021020c32
周测,comment,上个月，高危行为，这段时间每次感冒发烧，身上长湿疹红疙瘩，都提心吊胆，总想结束生命，心理斗争了一个多星期，终于购买了四盒全周期试纸，客服很耐心的帮助我，直接用的备用针，胡乱扎了几下，两滴血，等待的时间里，客服很耐心的开导我，还好C线，突然觉得世界真的很美好，害怕有误差，过两个月重新测试一下!同胞们，只有经历过，才能知道活着是多美好的事情，以后要好好生活，好好对待家庭，生命中还有好多有意义的事情，希望大家都是C线，加油,6a295b180000000021020c32
周测,content,#周测卷 2026新版#周末小测卷 来啦，同步课本，每周一测及时查漏补缺，预习复习就这一套足够了 #小学语文﻿﻿#小学数学﻿#小学英语﻿﻿#小学学习资料﻿﻿#测试卷﻿﻿#小学生学习﻿﻿#小学数学试卷﻿﻿#小学数学怎么学﻿﻿#小学期中考试,6989ae22000000001a020e2a
周测,content,江苏一年级数学必入📚亮点给力大试卷太香了 江苏版一年级下册数学的宝妈看过来,69df23d1000000001a02fb1f
周测,content,"苏E,七上，数学周测，满分13个，90以上19个，80以上17个，80以下2个，我家就是那80以下的其中之一，焦虑",68c8b251000000001b01e215
周测,comment,回复：赶紧，孩子没卷过，能进重点班，说明一直对自己是有自信的,68c8b251000000001b01e215
周测,comment,你这一开学就考倒数，对孩子自信心打击很大的,68c8b251000000001b01e215
周测,comment,回复：小学不卷也能考好啊，,68c8b251000000001b01e215
周测,comment,回复：那我们这不行,68c8b251000000001b01e215
周测,comment,回复：别焦虑，后期孩子懂了，能跟上，我家现初二，之前初一也这样，期中期末也能考90左右，周测考不过他们补过课提前学的,68c8b251000000001b01e215
周测,comment,回复：你想自己孩子在休息在玩的时候，人家提前学提前做题了，不能要求那么高，我家也是择校进的重点班，基本天赋差不多，真的天赋异禀的早去参加奥赛了,68c8b251000000001b01e215
周测,comment,要么题目太简单，要么题目太难，如果你们不是掐尖班，就说明题目简单，你儿子不细心我家也是初一，数学还没考，英语考了，6个90以上，80多的20个，60-80的10个，不及格的6个，这个才是正常的初中,68c8b251000000001b01e215
周测,comment,回复：好班就不要有压力了，放在普班这成绩没问题,68c8b251000000001b01e215
周测,comment,我家是在学校有一千多人的中的一个普通班，卷子还没发，老师说他班里只有一个90以上的太惨了,68c8b251000000001b01e215
周测,comment,差别好大,68c8b251000000001b01e215
周测,comment,感觉周测都蛮简单的，不行就补啊，我儿子七年级开始补数学的，补晚了，好多小学就开始学奥数，或者你给他多刷点题呢，做点五星学霸，把不会的错题给他讲明白,68c8b251000000001b01e215
周测,comment,回复：周测是限时的，有时会的题目，时间一紧张容易错,68c8b251000000001b01e215
周测,comment,不急的，平时作业多限时，做做错题就会好的,68c8b251000000001b01e215
周测,comment,不急，基础打牢最重要,68c8b251000000001b01e215
周测,comment,吴中的焦虑,68c8b251000000001b01e215
周测,comment,相城的表示一样焦虑,68c8b251000000001b01e215
周测,comment,不要着急，初中的考试多着呢,68c8b251000000001b01e215
周测,content,我们周测考试管的不严，桌椅不翻没老师管，所以几乎每次考试都有人在作弊，包括学习好的，他们就这样轻轻松松考九十多分，而我努力背书学习也没他们高，想找老师反馈，但是呢如果我告了，我肯定要被全班孤立，真的气死我，凭什么呀，努力学比不过他们，想来想去害得我也跟他们一块抄了，哎，现在我好后悔啊但是这也太不公平了吧#解决问题,6a25813d000000002100960a
周测,comment,就一句话，大考是不会骗人的，高考是不可能作弊，你没必要在意这些小考的，举报对你一点好处都没有，还会给老师留下你喜欢打小报告的不好的印象，老师也不会把那些作弊的怎么样的，你就让自己认真努力的学，对的起自己高考也会对的起你的,6a25813d000000002100960a
周测,comment,"回复：我没有说别人作弊学习就没用了这种话呀,我只是看你说高考不可能作弊的话来跟你说一下呀,高考就是有可能作弊的呀",6a25813d000000002100960a
周测,comment,回复：所以你是什么意思，就别人高考作弊，学习就没用了吗,6a25813d000000002100960a
周测,comment,除了中考，高考，任何考试，哪怕期中，期末，模拟考，目的都是查漏补缺,6a25813d000000002100960a
周测,comment,没搞清楚平时考试的目的，考试不是为了排名次争高低，是为了适应气氛，管理情绪，查找不足，自我修正的方式,6a25813d000000002100960a
周测,content,姐妹们天塌了真的太难了，两周的披星戴月的学习，迎来第一次周测，数学倒数86分,68ca094e000000000e021427
周测,content,简单的题粗心出错，难得题又不会，孩子没事，我要疯了,68ca094e000000000e021427
周测,comment,我们是常州，唉，小学英语还挺好的90+，初一第一次单元测就炸了，不及格了59，老母亲都要炸裂了,68ca094e000000000e021427
周测,comment,说多了怕伤他自尊心，不说又担心他想不开,68ca094e000000000e021427
周测,comment,说多了都是泪啊,68ca094e000000000e021427
周测,comment,回复：没事大家都一样起跑线，重新加油,68ca094e000000000e021427
周测,comment,回复：其实就看小升初快班筛选标准，一般都要求总分290左右，加上语文要考95以上有难度，所以数学和英语其实优秀的概念要达到98以上,68ca094e000000000e021427
周测,comment,回复：你家哪个初中,68ca094e000000000e021427
周测,comment,我们娃回来又累又饿，吃吃喝喝，现在最多记记英语课文单词词组,68ca094e000000000e021427
周测,comment,: 我们小学阶段一点妈妈牌作业都不做，就是学校作业，但是我们喜欢中英文阅读，所以孩子的英文能力和理解能力一直比较强,68ca094e000000000e021427
周测,comment,谢谢提醒，抓紧补起来,68ca094e000000000e021427
周测,comment,: 我们哪些是整数都错了，他说没看见，很无语😓,68ca094e000000000e021427
周测,comment,一模一样，我心梗了，无语极了，暑假都学过了，那么难得题都能做对，一个周测，简单A4纸练习，干嘣了，直接85分,68ca094e000000000e021427
周测,comment,回复：我甚至觉得她要笨一些更好了，大家就能一起躺平,68ca094e000000000e021427
周测,comment,回复：都是掐尖进来的,68ca094e000000000e021427
周测,comment,回复：都是平行班,68ca094e000000000e021427
周测,comment,我们晚自习后还留那边在搞一节课补差呢,68ca094e000000000e021427
周测,comment,: 跟不上也没办法,68ca094e000000000e021427
周测,comment,: 上了初一真的难,68ca094e000000000e021427
周测,comment,我家也一样，老母亲苦啊，又不敢对着娃说,68ca094e000000000e021427
周测,comment,昨天娃哭着说现在看到分数都害怕，怕回来要被骂,68ca094e000000000e021427
周测,comment,我们都没有觉得自己成绩差,68ca094e000000000e021427
周测,comment,事实证明我还是太理想了,68ca094e000000000e021427
周测,comment,: 其实不是孩子不行，而是教育变味了，全靠补课了,68ca094e000000000e021427
周测,comment,回复：真的是，要学习的内容太多了,68ca094e000000000e021427
周测,comment,我们语文成绩好一些，数学差,68ca094e000000000e021427
周测,comment,连续两次周测七十几的已崩溃,68ca094e000000000e021427
周测,comment,回复：我家最近测试了一次计算很崩溃，赶紧练习起来,68ca094e000000000e021427
周测,title,🔥周末分数暴涨计划㊙️成绩越差越有效,68a6d53d000000001b033e46
摸底考,comment,这个简直把我害惨了，我妈担心摸底考会影响老师的第一印象竟然高考那个暑假让我在家复习准备了一个多月,698c2c27000000001600a456
摸底考,comment,哈哈哈哈哈[笑哭了R][笑哭了R],698c2c27000000001600a456
摸底考,comment,哈哈哈哈哈 真是甜蜜的大烦恼啊,698c2c27000000001600a456
摸底考,comment,哈哈哈哈哈哈你也太乖巧了 如果是我考上早就在家横着走了 谁都管不了我,698c2c27000000001600a456
摸底考,comment,回复：一个是我妈会不断的情绪攻击传播焦虑，另外我妈会把家门反锁死然后不准我出门,698c2c27000000001600a456
摸底考,comment,回复：这控制欲也太强了吧，你真的受得了嘛,698c2c27000000001600a456
摸底考,comment,回复：受不了啊，所以从大学开始远离原生家庭,698c2c27000000001600a456
摸底考,comment,回复：完全没用，考的都是竞赛的题,698c2c27000000001600a456
摸底考,comment,太惨了[捂嘴笑R][捂嘴笑R][捂嘴笑R][捂嘴笑R],698c2c27000000001600a456
